Title,City,Date,Company Name,Salary,Company Website,Source,Job Type,Location,Job Link
"JavaScript, Angular, Web UI developer",Beckenham,2021-04-12 08:47:53.075282,Optimus E2E,"70,000 - 120,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-JavaScript_Angular_Web_UI_developer.id08470911
Senior/Lead Developer -Java and/or Python - 6 mth FTC -London,Beckenham,2021-04-12 08:47:53.080328,McCabe & Barton,£80-110k (pro rata) + 20% bonus + bens,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-SeniorLead_Developer_-Java_andor_Python_-_6_mth_FTC_-London.id09726768
Front Office Developer,Beckenham,2021-04-12 08:47:53.081501,Hays Financial Markets,GBP90000.00 - GBP120000.00 per annum,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Front_Office_Developer.id10720521
C# .Net Developer,Beckenham,2021-04-12 08:47:53.082361,TEKsystems,GBP650 - GBP700 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Net_Developer.id10720765
UI Developer (Investment Banking),Beckenham,2021-04-12 08:47:53.084517,Alexander Mann Solutions (Contingent),Negotiable,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-UI_Developer_Investment_Banking.id10720510
RAD Developer,Beckenham,2021-04-12 08:47:53.085238,TEKsystems,GBP600 - GBP700 per day,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-RAD_Developer.id10721134
Python Developer,Beckenham,2021-04-12 08:47:53.085686,Huxley Banking & Financial Services,Negotiable,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer.id10721404
Front Office Developer (Java),Beckenham,2021-04-12 08:47:53.087603,Alexander Mann Solutions (Contingent),Competitive,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Front_Office_Developer_Java.id10723019
Java AWS Developer - Digital Banking,Beckenham,2021-04-12 08:47:53.100966,iKas International,GBP550 - GBP650 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_AWS_Developer_-_Digital_Banking.id10718251
Scala Developer - Risk IT,Beckenham,2021-04-12 08:47:53.106461,iKas International,GBP700 - GBP800 per day + Inside IR35,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Scala_Developer_-_Risk_IT.id10718244
FX Quant Developer - Assoc Level,Beckenham,2021-04-12 08:47:53.107648,Anson McCade,GBP60000 - GBP90000 per annum + perfomance based bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-FX_Quant_Developer_-_Assoc_Level.id09875673
Senior Java Developer - Systematic Hedge Fund,Beckenham,2021-04-12 08:47:53.109096,Anson McCade,Negotiable,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Java_Developer_-_Systematic_Hedge_Fund.id09163901
Quant Developer - Python/ C++ / C# - London- Systematic Quant Hedge Fund Manager,Beckenham,2021-04-12 08:47:53.114681,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quant_Developer_-_Python_C__C_-_London-_Systematic_Quant_Hedge_Fund_Manager.id10606645
C# Developer - C# / .NET / SQL - London- Systematic Hedge Fund,Beckenham,2021-04-12 08:47:53.114824,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_C__NET__SQL_-_London-_Systematic_Hedge_Fund.id10606650
Quantitative Developer - Python- Hedge Fund,Beckenham,2021-04-12 08:47:53.115254,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_Developer_-_Python-_Hedge_Fund.id10636504
Full Stack Developer- Innovative Start-Up- Remote,Beckenham,2021-04-12 08:47:53.115542,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Full_Stack_Developer-_Innovative_Start-Up-_Remote.id10673657
Frontend Developer- Innovative Start-Up- Remote,Beckenham,2021-04-12 08:47:53.115707,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Frontend_Developer-_Innovative_Start-Up-_Remote.id10673658
"C++ Developer- C++ 20, Python, Distributed Systems, High Performance Computing, London",Beckenham,2021-04-12 08:47:53.116396,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer-_C_20_Python_Distributed_Systems_High_Performance_Computing_London.id10673660
Lead Developer - London- Tech Consultancy,Beckenham,2021-04-12 08:47:53.116728,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Lead_Developer_-_London-_Tech_Consultancy.id10673662
IM EMEA - BI Developer,Beckenham,2021-04-12 08:47:53.117497,BNY  Mellon,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-IM_EMEA_-_BI_Developer.id10547503
Senior Full Stack Developer,Beckenham,2021-04-12 08:47:53.120048,Morgan McKinley,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Full_Stack_Developer.id10698014
"Principal, Server-Side Developer (Solace, JavaScript, FX, Core Java)",Beckenham,2021-04-12 08:47:53.121260,BNY  Mellon,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Principal_Server-Side_Developer_Solace_JavaScript_FX_Core_Java.id10566431
"Principal, Server-Side Developer (Core Java, *nix scripting, SQL)",Beckenham,2021-04-12 08:47:53.121555,BNY  Mellon,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Principal_Server-Side_Developer_Core_Java_nix_scripting_SQL.id10566433
"Principal, Full Stack Developer (FX, Core Java, SQL, Node.js, JavaScript)",Beckenham,2021-04-12 08:47:53.121709,BNY  Mellon,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Principal_Full_Stack_Developer_FX_Core_Java_SQL_Nodejs_JavaScript.id10566428
eTrading - Core Java Developer - Permanent,Beckenham,2021-04-12 08:47:53.123842,McCabe & Barton,Competitive Dependant on Experience,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-eTrading_-_Core_Java_Developer_-_Permanent.id09982776
Power BI Developer - Permanent - Up to £80k,Beckenham,2021-04-12 08:47:53.124859,McCabe & Barton,£80k + competitive package,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Power_BI_Developer_-_Permanent_-_Up_to_%C2%A380k.id10716717
Senior Python Quant Developer,Beckenham,2021-04-12 08:47:53.128803,Schroders Investment Management,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Python_Quant_Developer.id10673530
Java Developer,Beckenham,2021-04-12 08:47:53.131139,Goodman Masson,GBP65000 - GBP115000 per annum,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer.id10716111
HFT C++ Developer – London-Amsterdam-Zurich,Beckenham,2021-04-12 08:47:53.137348,Oxford Knight,Base salary up to £150k,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-HFT_C_Developer_%E2%80%93_London-Amsterdam-Zurich.id05845955
Python Quant Developer,Beckenham,2021-04-12 08:47:53.139698,Selby Jennings,GBP90000 - GBP120000 per annum + bonus + benefits,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Quant_Developer.id09712130
C# Trading Developer,Beckenham,2021-04-12 08:47:53.139983,Selby Jennings,GBP100000 - GBP140000 per annum,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Trading_Developer.id09712603
C++ Developer - HFT,Beckenham,2021-04-12 08:47:53.148312,Fourier Ltd,"£100,000 - £400,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_HFT.id09865605
C++ Developer - Amsterdam - Urgent Hire!,Beckenham,2021-04-12 08:47:53.148453,Fourier Ltd,competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_Amsterdam_-_Urgent_Hire.id10677291
C++ Engineer/Developer - Prop Trading,Beckenham,2021-04-12 08:47:53.148742,Fourier Ltd,"£80,000 - £120,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_EngineerDeveloper_-_Prop_Trading.id10042597
C++ Developer - Proprietary Trading,Beckenham,2021-04-12 08:47:53.148904,Fourier Ltd,"£200,000 + bonus",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_Proprietary_Trading.id09189369
Java Developer – Systematic Trading,Beckenham,2021-04-12 08:47:53.149052,Fourier Ltd,"£150,000 - £600,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer_%E2%80%93_Systematic_Trading.id10677284
Java FX quant developer,Beckenham,2021-04-12 08:47:53.149194,Fourier Ltd,"£100,000 - £200,000 + Bonus",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_FX_quant_developer.id10677280
C++ Developer - High Frequency Trading,Beckenham,2021-04-12 08:47:53.149782,Fourier Ltd,"£100,000 - £400,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_High_Frequency_Trading.id09714845
C++ Software Developer,Beckenham,2021-04-12 08:47:53.150207,Fourier Ltd,"£100,000 - £200,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Software_Developer.id10318815
C++ Developer - Urgent Hire!,Beckenham,2021-04-12 08:47:53.150492,Fourier Ltd,competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_Urgent_Hire.id10639906
Java Developer,Beckenham,2021-04-12 08:47:53.153843,Nicoll Curtin - UK,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer.id10707611
Data Engineer - SSIS Developer - SQL - Data Warehousing,Beckenham,2021-04-12 08:47:53.156011,TEKsystems,GBP40000 - GBP50000 per annum + 20% Pension + Bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Data_Engineer_-_SSIS_Developer_-_SQL_-_Data_Warehousing.id10706275
FX Quant Developer - Assoc Level,Beckenham,2021-04-12 08:47:53.156439,Anson McCade,GBP60000 - GBP90000 per annum + perfomance based bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-FX_Quant_Developer_-_Assoc_Level.id10279159
Developer needed / World Class Hedge Fund / First-class development team working across the firm reporting directly to the CTO,Beckenham,2021-04-12 08:47:53.157595,Stanford Black,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Developer_needed__World_Class_Hedge_Fund__First-class_development_team_working_across_the_firm_reporting_directly_to_the_CTO.id10436924
Python Quant Developers – Market-Leading FinTech Firm – London – Permanent,Beckenham,2021-04-12 08:47:53.157878,Stanford Black,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Quant_Developers_%E2%80%93_Market-Leading_FinTech_Firm_%E2%80%93_London_%E2%80%93_Permanent.id10559091
Python Developer - Consultancy - Contract (outside IR35),Beckenham,2021-04-12 08:47:53.159884,McCabe & Barton,Up to £650 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer_-_Consultancy_-_Contract_outside_IR35.id10547165
Front Office Core Java Developer,Beckenham,2021-04-12 08:47:53.160452,McGregor Boyall,Up to GBP619 per day + Inside IR35,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Front_Office_Core_Java_Developer.id10580319
PHP/Hack/React Developer - Social Media,Beckenham,2021-04-12 08:47:53.162749,Harvey Nash,GBP400 - GBP500 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-PHPHackReact_Developer_-_Social_Media.id10703368
Full-Stack Python Developer,Beckenham,2021-04-12 08:47:53.164366,Non-disclosed,£100000 - £130000 / Yearly (Pro rata) + Guaranteed Bonus + Benefits,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Full-Stack_Python_Developer.id10667293
Quantitative Java Developer,Beckenham,2021-04-12 08:47:53.164809,S.R Investment Partners,£ Competitive + Great Bonus + Benefits,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_Java_Developer.id10643473
"Senior Developer, Asset Management",Beckenham,2021-04-12 08:47:53.168805,TEKsystems,GBP100000 - GBP120000 per annum + + good bonus + benefits,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Developer_Asset_Management.id10679305
Summit Support Software Developer,Beckenham,2021-04-12 08:47:53.170726,Non-disclosed,Up to GBP490 per day + Outside IR35,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Summit_Support_Software_Developer.id10670594
Full Stack React Node Developer,Beckenham,2021-04-12 08:47:53.177078,Bruin,"£125,000",Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Full_Stack_React_Node_Developer.id10465797
Hedge Fund Python Developer – Contract (12mths – Outside IR35),Beckenham,2021-04-12 08:47:53.178445,Black Swan  Group,£750.00pd,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Hedge_Fund_Python_Developer_%E2%80%93_Contract_12mths_%E2%80%93_Outside_IR35.id10655105
Junior Python Developer,Beckenham,2021-04-12 08:47:53.182918,mthree,"£40,000-£50,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Junior_Python_Developer.id10639848
E-trading Developer - Multi-threading - Core Java - Financial Markets,Beckenham,2021-04-12 08:47:53.183919,Scope AT,Contract or Perm £120k+,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-E-trading_Developer_-_Multi-threading_-_Core_Java_-_Financial_Markets.id10639973
Python Quant Developer,Beckenham,2021-04-12 08:47:53.184658,TEKsystems,GBP650 - GBP750 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Quant_Developer.id10620373
Python Developer – Market Data – Data & Analytics,Beckenham,2021-04-12 08:47:53.184812,Kite Human Capital,"£50,000 to £60,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer_%E2%80%93_Market_Data_%E2%80%93_Data__Analytics.id10620374
eFX Developer,Beckenham,2021-04-12 08:47:53.187146,TEKsystems,"GBP70000 - GBP120000 per annum + Bonus, Pensions, Allowances etc.",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-eFX_Developer.id10611737
C# Developer,Beckenham,2021-04-12 08:47:53.188150,mthree,up to £550 per day inside IR35,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer.id10612538
Java Developer,Beckenham,2021-04-12 08:47:53.193575,mthree,"£60,000-£70,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer.id10524705
Full Stack Developer - Python React,Beckenham,2021-04-12 08:47:53.194885,Hays Financial Markets,GBP80000.00 - GBP85000.00 per annum,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Full_Stack_Developer_-_Python_React.id10564197
Python Developer,Beckenham,2021-04-12 08:47:53.195882,CRISIL Irevna UK Limited,90000,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer.id10551280
"KDB Developer – Quant Fund - £320,000",Beckenham,2021-04-12 08:47:53.197038,Hunter Bond,"Up to £320,000 + bonus + package",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-KDB_Developer_%E2%80%93_Quant_Fund_-_%C2%A3320000.id10500640
C# Developer,Beckenham,2021-04-12 08:47:53.200066,TEKsystems,GBP600 - GBP700 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer.id10542704
Quantitative Developer - Java,Beckenham,2021-04-12 08:47:53.208614,Webber Chase,£70-100k plus performance bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_Developer_-_Java.id10486391
Python Developer,Beckenham,2021-04-12 08:47:53.208756,TEKsystems,GBP650 - GBP700 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer.id10487389
C++ Games Developer,Beckenham,2021-04-12 08:47:53.208898,TEKsystems,GBP550 - GBP600 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Games_Developer.id10487417
Quantitative Developer,Beckenham,2021-04-12 08:47:53.211630,B&FS Risk,"80,000 - 150,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_Developer.id09521253
"Analyst, RPA Developer",Beckenham,2021-04-12 08:47:53.212487,MUFG,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Analyst_RPA_Developer.id09042837
Senior Python Developer,Beckenham,2021-04-12 08:47:53.213935,Harrington Starr,"£105,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Python_Developer.id10292217
Java - Software Engineer - Quantitative Developer - Proprietary Trading firm - London d,Beckenham,2021-04-12 08:47:53.218740,Jove International,Highly Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_-_Software_Engineer_-_Quantitative_Developer_-_Proprietary_Trading_firm_-_London_d.id07928352
Highly Academic Developer - Marylebone - Specialist Investment Manager,Beckenham,2021-04-12 08:47:53.220311,Jove International,65K + Competitive Bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Highly_Academic_Developer_-_Marylebone_-_Specialist_Investment_Manager.id07535174
Senior Front Office Quantitative Developer - Tier 1 Investment Bank - C#,Beckenham,2021-04-12 08:47:53.220593,Jove International,Competitive Base + Bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Front_Office_Quantitative_Developer_-_Tier_1_Investment_Bank_-_C.id07351462
Mid-level – Senior C# Software Engineer/ Developer - Front Office Trading,Beckenham,2021-04-12 08:47:53.221634,Harrington Starr,"60,000-110,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Mid-level_%E2%80%93_Senior_C_Software_Engineer_Developer_-_Front_Office_Trading.id09270307
Snr C# Developer - Fintech,Beckenham,2021-04-12 08:47:53.221870,Westbourne Partners,Excellent,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Snr_C_Developer_-_Fintech.id09058569
C++ Quant Developer,Beckenham,2021-04-12 08:47:53.223170,CRISIL Irevna UK Limited,75000,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Quant_Developer.id10170061
"Website Developer/Manager (Up to £45,000 Base)",Beckenham,2021-04-12 08:47:53.224319,Aston Carter,GBP30000 - GBP45000 per annum,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Website_DeveloperManager_Up_to_%C2%A345000_Base.id10407395
C# Developer,Beckenham,2021-04-12 08:47:53.226943,TEKsystems,GBP600 - GBP700 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer.id10503604
React Developer - FX - eTrading - London,Beckenham,2021-04-12 08:47:53.230448,Vertus Partners,£100000 - £130000,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-React_Developer_-_FX_-_eTrading_-_London.id09155980
Java Developer - Algo Trading - Investment Banking,Beckenham,2021-04-12 08:47:53.230593,Vertus Partners,£110 - £140k + Benefits & Bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer_-_Algo_Trading_-_Investment_Banking.id07936649
Python Developer (Contract),Beckenham,2021-04-12 08:47:53.231019,TEKsystems,GBP700 - GBP750 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer_Contract.id10558913
Front End Developer,Beckenham,2021-04-12 08:47:53.232747,Skillfinder International,£500 - £600 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Front_End_Developer.id10572236
Java Developer Content Distribution Tech Banking,Beckenham,2021-04-12 08:47:53.235068,iKas International,GBP650 - GBP725 per day + Inside IR35,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer_Content_Distribution_Tech_Banking.id10610075
C++ Developer,Beckenham,2021-04-12 08:47:53.235644,TEKsystems,GBP70000 - GBP80000 per annum,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer.id10617187
UI Developer - React - Javascript - Front Office,Beckenham,2021-04-12 08:47:53.236941,Scope AT,Contract & Perm £90-125k+,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-UI_Developer_-_React_-_Javascript_-_Front_Office.id10639974
Java Developer,Beckenham,2021-04-12 08:47:53.237082,Scope AT,Competitve,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer.id08760956
Senior Java8+ Developer - Crypto/Blockchain - up to 100k,Beckenham,2021-04-12 08:47:53.245049,TEKsystems,Up to GBP100000 per annum + Spot Bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Java8_Developer_-_CryptoBlockchain_-_up_to_100k.id10675548
Java Developer - Fixed Income,Beckenham,2021-04-12 08:47:53.245640,S.R Investment Partners,£ Competitive + Great Bonus + Benefits,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer_-_Fixed_Income.id08787867
Credit Quantitative Developer - Hedge Fund,Beckenham,2021-04-12 08:47:53.246069,S.R Investment Partners,£ Competitive + Bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Credit_Quantitative_Developer_-_Hedge_Fund.id09547817
Front End Developer with Angular,Beckenham,2021-04-12 08:47:53.248083,Non-disclosed,£100000 - £120000 / Yearly + Guaranteed Bonus + Holidays,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Front_End_Developer_with_Angular.id10667650
Java Microservices Developer – Core Engineering – Multi-Billion Dollar FinTech Startup,Beckenham,2021-04-12 08:47:53.248946,Stanford Black,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Microservices_Developer_%E2%80%93_Core_Engineering_%E2%80%93_Multi-Billion_Dollar_FinTech_Startup.id10653148
Senior Developer,Beckenham,2021-04-12 08:47:53.250249,Miryco Consultants Ltd,100000,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Developer.id10707665
C++ developer - Real time,Beckenham,2021-04-12 08:47:53.251533,Fourier Ltd,"£100,000 - £400,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_developer_-_Real_time.id09887961
